,carat,cut,color,clarity,depth,table,price,x,y,z,cut_int,color_int,clarity_int,cut_color_clarity_score,raw_density,marketing_carat,marketing_carat_int
27120,1.19,Ideal,G,VVS2,60.8,55.0,9383,6.91,6.9,4.19,5,4,6,51,3.574020594467746,regular,1
27121,0.55,Very Good,D,VVS1,61.5,56.0,2815,5.23,5.27,3.23,3,7,7,58,3.7067996510621,regular,1
27122,1.1,Very Good,H,SI1,63.0,58.0,4276,6.53,6.59,4.13,3,3,3,30,3.7136014100792134,regular,1
27123,1.7,Ideal,J,VS2,62.2,56.0,9276,7.64,7.61,4.74,5,1,4,34,3.7012107487688684,regular,1
27124,1.53,Premium,F,SI2,60.9,60.0,7685,7.5,7.37,4.53,4,5,2,35,3.666196411081258,regular,1
27125,0.37,Ideal,F,VVS1,61.3,55.0,960,4.62,4.65,2.84,5,5,7,58,3.638645165223993,regular,1
27126,0.71,Premium,G,VS2,62.1,62.0,2623,5.71,5.65,3.53,4,4,4,40,3.7406781050339375,regular,1
27127,1.13,Ideal,E,VVS2,61.4,57.0,11115,6.69,6.74,4.12,5,6,6,57,3.64961004724081,regular,1
27128,0.31,Ideal,F,VVS1,61.4,55.0,1074,4.37,4.39,2.69,5,5,7,58,3.604248339143957,regular,1
27129,0.9,Premium,E,VS2,58.0,61.0,4385,6.45,6.34,3.71,4,6,4,46,3.5593514940674513,regular,1
27130,1.5,Premium,J,VS1,62.8,59.0,9240,7.29,7.19,4.55,4,1,5,35,3.7737636254094302,regular,1
27131,0.5,Ideal,E,VS2,60.5,56.0,2100,5.18,5.16,3.13,5,6,4,49,3.5858940680992846,regular,1
27132,0.93,Very Good,I,SI1,58.9,60.0,3685,6.43,6.48,3.8,3,2,3,27,3.5242330814075102,regular,1
27133,0.31,Ideal,J,VS1,62.1,55.0,424,4.35,4.38,2.71,5,1,5,38,3.602303382504775,regular,1
27134,0.33,Ideal,E,VVS1,61.5,57.0,984,4.44,4.47,2.74,5,6,7,61,3.641028968026469,regular,1
27135,0.74,Ideal,E,SI1,62.3,54.0,2762,5.8,5.83,3.62,5,6,3,45,3.627253022465767,regular,1
27136,0.7,Ideal,D,VS2,61.6,58.0,3092,5.66,5.7,3.5,5,7,4,52,3.7195462153617247,regular,1
27137,0.56,Good,F,VS1,58.6,62.0,1712,5.3,5.45,3.16,2,5,5,41,3.681118709504956,regular,1
27138,1.51,Very Good,F,SI1,62.1,55.0,11302,7.29,7.37,4.55,3,5,3,36,3.7061396928726946,regular,1
27139,1.37,Premium,G,VS1,58.3,60.0,10412,7.35,7.3,4.27,4,4,5,44,3.5878455838400307,regular,1
27140,0.3,Ideal,E,VVS1,62.1,56.0,838,4.3,4.33,2.68,5,6,7,61,3.6072925025231,regular,1
27141,1.52,Premium,E,SI1,60.2,58.0,10180,7.44,7.37,4.46,4,6,3,42,3.7292333226232377,regular,1
27142,1.23,Ideal,H,I1,61.6,55.0,3168,6.92,6.87,4.25,5,3,1,28,3.6526209039791295,regular,1
27143,0.35,Premium,E,VS2,60.7,60.0,767,4.55,4.58,2.77,4,6,4,46,3.637999633774703,regular,1
27144,1.02,Premium,G,VS2,62.7,58.0,6169,6.45,6.4,4.03,4,4,4,40,3.678804316463731,good,2
27145,0.73,Fair,E,SI1,64.6,59.0,2317,5.69,5.64,3.66,1,6,3,33,3.729079607982804,regular,1
27146,0.51,Premium,F,SI2,58.3,61.0,1036,5.18,5.14,3.01,4,5,2,35,3.8182297059968127,regular,1
27147,0.9,Fair,H,VS2,64.7,58.0,3697,5.98,6.01,3.88,1,3,4,28,3.8724549867266598,regular,1
27148,0.31,Very Good,F,VS2,61.1,58.1,605,4.33,4.37,2.66,3,5,4,40,3.6954044228745855,regular,1
27149,1.56,Premium,H,VS1,62.0,57.0,11345,7.48,7.43,4.62,4,3,5,41,3.645385498114355,regular,1
27150,0.71,Good,G,VS1,63.5,55.0,2853,5.64,5.66,3.59,2,4,5,38,3.717231556720032,regular,1
27151,2.15,Premium,G,SI2,59.7,60.0,13317,8.4,8.37,5.01,4,4,2,32,3.662243698300617,regular,1
27152,0.42,Premium,G,VS1,60.9,58.0,921,4.81,4.84,2.94,4,4,5,44,3.6818218636400464,regular,1
27153,0.73,Ideal,D,VS2,62.1,56.0,3182,5.77,5.8,3.59,5,7,4,52,3.6456574144098695,regular,1
27154,0.56,Premium,H,VVS2,59.8,57.0,1814,5.48,5.39,3.25,4,3,6,45,3.500149485550946,regular,1
27155,0.34,Premium,E,SI2,62.4,59.0,612,4.46,4.42,2.77,4,6,2,38,3.7358830319928575,regular,1
27156,0.9,Good,D,SI1,63.2,62.0,4068,6.06,6.13,3.85,2,7,3,39,3.775721314848801,regular,1
27157,1.02,Very Good,D,IF,62.7,57.0,15306,6.36,6.46,4.02,3,7,8,62,3.705405445463843,good,2
27158,0.73,Ideal,E,VS1,60.9,55.8,3660,5.8,5.85,3.55,5,6,5,53,3.636318352199848,regular,1
27159,0.7,Ideal,I,SI1,62.5,55.0,2110,5.7,5.73,3.57,5,2,3,33,3.6020654243143015,regular,1
27160,0.51,Premium,G,VS1,61.0,58.0,1591,5.2,5.16,3.16,4,4,5,44,3.6089536015941666,regular,1
27161,1.01,Good,G,VS2,63.1,55.0,5199,6.36,6.38,4.02,2,4,4,34,3.715085188006852,good,2
27162,0.33,Ideal,F,VVS1,62.5,54.0,880,4.43,4.46,2.78,5,5,7,58,3.6048052709681158,regular,1
27163,0.62,Premium,G,VS1,62.9,58.0,1770,5.41,5.37,3.39,4,4,5,44,3.7772148712239315,regular,1
27164,0.4,Premium,D,SI1,59.9,60.0,990,4.77,4.75,2.85,4,7,3,45,3.7166733450640845,regular,1
27165,0.33,Premium,E,SI1,59.1,59.0,693,4.59,4.54,2.7,4,6,3,42,3.519110368898742,regular,1
27166,2.14,Premium,G,SI2,60.1,58.0,12792,8.4,8.35,5.03,4,4,2,32,3.639412455974164,regular,1
27167,1.23,Premium,H,SI2,61.2,57.0,5373,6.89,6.86,4.21,4,3,2,29,3.7087787708136237,regular,1
27168,0.74,Very Good,G,SI2,63.3,57.0,2398,5.73,5.7,3.62,3,4,2,29,3.7553024617022577,regular,1
27169,1.07,Ideal,G,VS1,61.8,55.0,7069,6.55,6.59,4.06,5,4,5,47,3.6633826134377565,regular,1
27170,0.35,Premium,F,VS2,60.9,57.0,879,4.58,4.55,2.78,4,5,4,43,3.6249133041568085,regular,1
27171,0.61,Ideal,G,SI1,62.0,54.0,1579,5.48,5.5,3.4,5,4,3,39,3.5715679768921498,regular,1
27172,0.5,Ideal,F,SI2,60.5,56.0,1118,5.17,5.19,3.14,5,5,2,38,3.5606862353911275,regular,1
27173,0.42,Ideal,E,SI2,62.7,55.2,687,4.78,4.79,3.0,5,6,2,41,3.668731055808387,regular,1
27174,0.32,Premium,F,SI2,59.7,59.0,540,4.48,4.43,2.66,4,5,2,35,3.6369543659212527,regular,1
27175,0.3,Ideal,D,SI2,61.1,55.0,574,4.35,4.32,2.65,5,7,2,44,3.614544928793465,regular,1
27176,0.56,Very Good,E,SI1,58.5,59.0,1785,5.42,5.45,3.18,3,6,3,39,3.5769788198141637,regular,1
27177,2.01,Good,H,SI2,64.0,51.0,15888,8.08,8.01,5.15,2,3,2,23,3.6182302641740116,good,2
27178,1.52,Premium,D,SI1,61.2,62.0,10512,7.38,7.36,4.51,4,7,3,45,3.7229235687710207,regular,1
27179,1.01,Premium,D,SI1,61.6,58.0,5939,6.47,6.42,3.97,4,7,3,45,3.6748770089615697,good,2
27180,1.0,Premium,D,VS2,59.6,60.0,6868,6.57,6.52,3.9,4,7,4,49,3.591481866967202,good,2
27181,0.5,Good,G,VVS2,63.9,58.0,1715,5.0,5.05,3.21,2,4,6,42,3.7013047099102434,regular,1
27182,1.0,Very Good,F,SI2,62.9,59.0,4081,6.3,6.39,3.99,3,5,2,32,3.735398560489457,good,2
27183,0.4,Ideal,H,IF,62.7,57.0,1158,4.68,4.7,2.94,5,3,8,56,3.7112499118578155,regular,1
27184,2.24,Ideal,I,SI1,60.5,59.0,18299,8.45,8.5,5.13,5,2,3,33,3.6475921210381808,regular,1
27185,0.31,Ideal,F,VVS1,62.4,55.0,985,4.34,4.32,2.7,5,5,7,58,3.6743092298647855,regular,1
27186,1.2,Fair,H,SI2,64.8,58.0,4368,6.61,6.56,4.27,1,3,2,20,3.888654177404033,regular,1
27187,1.5,Very Good,F,SI2,63.1,54.0,7560,7.29,7.26,4.59,3,5,2,32,3.7048077364091543,regular,1
27188,0.42,Ideal,G,IF,62.0,53.0,1289,4.83,4.85,3.0,5,4,8,59,3.5858359480053794,regular,1
27189,1.14,Premium,D,SI2,62.4,58.0,4513,6.67,6.7,4.17,4,7,2,41,3.670450826342439,regular,1
27190,0.92,Premium,D,SI1,62.5,59.0,5028,6.24,6.14,3.87,4,7,3,45,3.7228466892886254,regular,1
27191,2.08,Ideal,I,SI2,62.0,56.0,11886,8.21,8.1,5.06,5,2,2,29,3.7088211636747355,regular,1
27192,0.31,Premium,F,VS2,59.4,58.0,583,4.37,4.45,2.62,4,5,4,43,3.6506500610502526,regular,1
27193,0.3,Ideal,H,SI1,62.2,53.0,514,4.29,4.32,2.68,5,3,3,36,3.6240707882498917,regular,1
27194,0.71,Premium,I,VS2,60.4,60.0,2300,5.8,5.72,3.48,4,2,4,34,3.689829789710884,regular,1
27195,0.55,Ideal,F,VS1,61.6,57.0,1980,5.29,5.23,3.24,5,5,5,50,3.6813878002021148,regular,1
27196,0.43,Premium,G,VS2,61.3,58.0,867,4.83,4.86,2.97,4,4,4,40,3.7006657153373914,regular,1
27197,1.32,Ideal,I,SI1,62.0,57.0,7162,6.99,7.04,4.35,5,2,3,33,3.6998668047950276,regular,1
27198,0.72,Ideal,F,SI1,61.5,56.0,2870,5.72,5.79,3.54,5,5,3,42,3.684731883555102,regular,1
27199,0.38,Very Good,D,VVS2,60.8,55.0,944,4.67,4.71,2.85,3,7,6,54,3.6370745191105542,regular,1
27200,1.43,Ideal,G,VS1,59.9,57.0,11302,7.35,7.3,4.39,5,4,5,47,3.6426091015555597,regular,1
27201,0.53,Ideal,E,VVS1,61.8,55.0,3084,5.19,5.24,3.22,5,6,7,61,3.6313875764886694,regular,1
27202,0.3,Ideal,E,VS2,61.4,55.0,658,4.32,4.34,2.66,5,6,4,49,3.609253548618089,regular,1
27203,0.62,Premium,F,VS2,61.4,59.0,2065,5.5,5.47,3.37,4,5,4,43,3.6691293560431406,regular,1
27204,0.39,Ideal,G,VS1,61.3,56.0,752,4.68,4.71,2.88,5,4,5,47,3.686010851615948,regular,1
27205,1.05,Very Good,F,VS2,62.8,57.0,6808,6.45,6.48,4.06,3,5,4,40,3.712613977249102,regular,1
27206,1.37,Very Good,J,SI2,60.7,60.0,5063,7.07,7.19,4.33,3,1,2,20,3.734527114754463,regular,1
27207,0.72,Premium,D,SI1,61.8,58.0,2718,5.81,5.75,3.57,4,7,3,45,3.6221927220338115,regular,1
27208,1.01,Very Good,E,SI1,62.4,58.0,5229,6.36,6.4,3.99,3,6,3,39,3.7313212275972947,good,2
27209,0.52,Very Good,E,SI1,62.7,57.0,1389,5.1,5.14,3.21,3,6,3,39,3.7077997132159535,regular,1
27210,0.4,Ideal,F,VS2,63.4,54.0,1059,4.73,4.68,2.99,5,5,4,46,3.626043915380464,regular,1
27211,0.42,Ideal,I,VS2,61.0,54.0,807,4.84,4.87,2.96,5,2,4,37,3.611889928858382,regular,1
27212,0.51,Ideal,G,VVS1,61.0,57.0,1933,5.17,5.19,3.16,5,4,7,55,3.6089132514907285,regular,1
27213,1.01,Ideal,G,SI2,61.2,57.0,4038,6.45,6.4,3.92,5,4,2,35,3.7449572852396775,good,2
27214,1.23,Ideal,H,SI2,60.6,57.0,5951,6.98,6.94,4.22,5,3,2,32,3.610181345377028,regular,1
27215,0.61,Ideal,I,VVS1,61.9,56.0,2048,5.41,5.45,3.36,5,2,7,49,3.694435090592393,regular,1
27216,0.71,Premium,E,VVS1,62.5,57.0,3831,5.67,5.62,3.53,4,6,7,58,3.7871762691054376,regular,1
27217,0.41,Good,E,SI1,63.1,57.0,705,4.73,4.78,3.0,2,6,3,36,3.6268100878395706,regular,1
27218,2.07,Ideal,H,SI1,60.6,56.0,14935,8.38,8.3,5.05,5,3,3,36,3.535966214155992,regular,1
27219,0.31,Very Good,D,SI1,63.5,55.0,732,4.3,4.27,2.72,3,7,3,42,3.724326177287537,regular,1
27220,1.62,Premium,G,VS1,60.7,58.0,14447,7.62,7.54,4.6,4,4,5,44,3.677749253780137,regular,1
27221,0.3,Very Good,F,SI2,63.4,56.0,506,4.29,4.26,2.71,3,5,2,32,3.634430119540042,regular,1
27222,0.6,Very Good,F,SI1,60.0,61.0,1554,5.48,5.52,3.3,3,5,3,36,3.606358731715761,regular,1
27223,0.59,Premium,D,VVS2,62.6,58.0,2538,5.4,5.34,3.36,4,7,6,57,3.653667043180151,regular,1
27224,1.08,Premium,G,VS2,59.4,59.0,6532,6.75,6.68,3.99,4,4,4,40,3.6018189185538705,regular,1
27225,1.06,Ideal,H,SI1,62.7,57.0,4120,6.48,6.53,4.08,5,3,3,36,3.6839079117552527,regular,1
27226,0.56,Ideal,D,VS2,61.5,57.0,2066,5.33,5.28,3.26,5,7,4,52,3.6623558993752026,regular,1
27227,0.91,Good,F,SI1,64.0,57.0,3363,6.17,6.08,3.92,2,5,3,33,3.712939155018829,regular,1
27228,2.01,Premium,H,SI1,60.2,58.0,14502,8.06,8.03,4.84,4,3,3,33,3.8499169324556526,good,2
27229,0.71,Premium,H,VS2,62.0,54.0,2249,5.73,5.69,3.54,4,3,4,37,3.6909609354412978,regular,1
27230,0.27,Very Good,H,VVS2,62.1,57.0,486,4.1,4.15,2.56,3,3,6,42,3.7191448721716136,regular,1
27231,0.9,Fair,G,SI1,65.2,59.0,3250,6.05,6.01,3.93,1,4,3,27,3.778951888798883,regular,1
27232,0.32,Ideal,F,VVS1,61.7,55.0,867,4.42,4.46,2.74,5,5,7,58,3.5546229278214554,regular,1
27233,1.2,Good,D,SI2,63.7,52.0,6344,6.72,6.68,4.27,2,7,2,35,3.756288026155786,regular,1
27234,0.55,Ideal,E,SI1,62.3,56.0,1551,5.23,5.26,3.27,5,6,3,45,3.668417480049312,regular,1
27235,0.55,Premium,D,SI1,61.0,58.0,1819,5.29,5.27,3.22,4,7,3,45,3.676137786367513,regular,1
27236,2.03,Premium,F,SI2,60.9,59.0,12021,8.15,8.11,4.95,4,5,2,35,3.7227478922576247,good,2
27237,0.63,Ideal,E,VVS1,61.1,58.0,3181,5.49,5.54,3.37,5,6,7,61,3.687905548875373,regular,1
27238,0.41,Very Good,F,VS2,63.2,57.0,1107,4.76,4.74,3.0,3,5,4,40,3.634365138460448,regular,1
27239,0.92,Fair,E,SI1,66.8,55.0,4482,6.04,5.99,4.02,1,6,3,33,3.795327555744699,regular,1
27240,0.7,Premium,E,SI2,61.8,59.0,2159,5.69,5.76,3.54,4,6,2,38,3.620022572392177,regular,1
27241,1.66,Ideal,H,VS2,60.1,59.0,12244,7.67,7.64,4.6,5,3,4,40,3.694985889308908,regular,1
27242,0.31,Ideal,F,VVS1,61.8,56.0,897,4.34,4.36,2.69,5,5,7,58,3.6541337997632124,regular,1
27243,0.55,Ideal,H,IF,61.7,55.0,2133,5.27,5.29,3.26,5,3,8,56,3.6310318012587097,regular,1
27244,1.01,Very Good,F,SI2,61.0,60.0,5067,6.42,6.46,3.93,3,5,2,32,3.7180269012866805,good,2
27245,0.36,Ideal,D,VS2,61.3,55.0,928,4.58,4.62,2.82,5,7,4,52,3.619905134352779,regular,1
27246,1.0,Ideal,E,SI1,61.6,57.0,5331,6.37,6.45,3.95,5,6,3,45,3.6970473069552092,good,2
27247,1.02,Premium,H,SI1,61.2,57.0,4819,6.54,6.5,3.99,4,3,3,33,3.608173574373478,good,2
27248,1.17,Ideal,G,VS2,61.3,56.0,7548,6.81,6.79,4.17,5,4,4,43,3.6406939405363588,regular,1
27249,0.32,Ideal,I,VS1,62.4,54.0,505,4.36,4.39,2.73,5,2,5,41,3.674409642936946,regular,1
27250,1.5,Very Good,D,VS2,62.4,57.0,17153,7.2,7.25,4.51,3,7,4,46,3.822922241761603,regular,1
27251,0.54,Premium,E,VS2,59.2,58.0,1847,5.35,5.32,3.16,4,6,4,46,3.602404805341166,regular,1
27252,0.76,Ideal,D,VS1,61.7,56.0,4377,5.84,5.87,3.61,5,7,5,56,3.684738672192138,regular,1
27253,1.53,Very Good,H,VS2,60.9,63.0,11557,7.41,7.37,4.5,3,3,4,34,3.7354632798466274,regular,1
27254,1.07,Premium,F,SI2,61.8,59.0,4644,6.57,6.53,4.05,4,5,2,35,3.6948894930205873,regular,1
27255,0.9,Good,H,SI2,64.1,58.0,3105,6.05,6.02,3.87,2,3,2,23,3.8311656385307993,regular,1
27256,1.53,Premium,J,VVS1,61.6,59.0,9555,7.39,7.35,4.54,4,1,7,43,3.722674383876101,regular,1
27257,0.9,Premium,F,SI2,62.0,61.0,3704,6.16,6.14,3.81,4,5,2,35,3.7473106800352944,regular,1
27258,0.3,Ideal,D,VVS1,61.3,57.0,1000,4.29,4.32,2.64,5,7,7,64,3.6789809517082235,regular,1
27259,1.5,Premium,H,VS2,62.4,59.0,11194,7.32,7.29,4.56,4,3,4,37,3.6986144102751664,regular,1
27260,0.26,Premium,H,VS1,62.3,59.0,491,4.1,4.06,2.54,4,3,5,41,3.689614492048882,regular,1
27261,0.53,Ideal,H,VVS1,61.1,57.0,2154,5.22,5.25,3.2,5,3,7,52,3.62616310892173,regular,1
27262,0.32,Premium,G,VVS2,62.3,58.0,730,4.35,4.38,2.72,4,4,6,48,3.7048357368455185,regular,1
27263,0.47,Good,E,VS1,65.4,56.0,1293,4.85,4.9,3.19,2,6,5,44,3.7198087068586285,regular,1
27264,1.1,Premium,I,SI2,62.9,59.0,3604,6.6,6.53,4.13,4,2,2,26,3.7079747412760633,regular,1
27265,0.39,Ideal,F,VS1,61.7,56.0,913,4.68,4.72,2.9,5,5,5,50,3.6528345996493288,regular,1
27266,1.0,Very Good,G,SI2,62.6,58.0,4725,6.34,6.38,3.98,3,4,2,29,3.7269901220350747,good,2
27267,1.51,Good,E,SI1,65.5,56.0,9539,7.12,7.16,4.68,2,6,3,36,3.797426079454829,regular,1
27268,0.3,Premium,E,VS2,61.6,58.0,658,4.31,4.33,2.66,4,6,4,46,3.625982485134781,regular,1
27269,0.72,Premium,E,SI1,60.9,60.0,2863,5.78,5.74,3.51,4,6,3,42,3.7096838514679686,regular,1
27270,0.26,Very Good,G,VS1,61.9,56.0,418,4.07,4.1,2.53,3,4,5,41,3.695096725078408,regular,1
27271,0.41,Very Good,G,VVS2,61.1,55.0,932,4.8,4.82,2.94,3,4,6,45,3.6165918649617526,regular,1
27272,1.01,Premium,H,SI2,62.3,60.0,3782,6.39,6.32,3.96,4,3,2,29,3.7893044667870845,good,2
27273,1.1,Ideal,F,SI2,60.4,55.0,4809,6.73,6.77,4.08,5,5,2,38,3.550422519645779,regular,1
27274,1.07,Premium,F,SI2,61.8,58.0,4366,6.51,6.57,4.04,4,5,2,35,3.7154147836979274,regular,1
27275,0.56,Ideal,F,VVS2,61.1,56.0,2522,5.35,5.37,3.27,5,5,6,54,3.576543050800803,regular,1
27276,1.04,Very Good,D,SI2,58.6,58.0,4906,6.65,6.72,3.92,3,7,2,38,3.5621122777789958,good,2
27277,0.75,Good,E,VS1,63.1,55.0,3231,5.8,5.83,3.67,2,6,5,44,3.626184533468797,regular,1
27278,1.0,Premium,G,SI2,60.2,58.0,3584,6.55,6.48,3.92,4,4,2,32,3.6061922648618396,good,2
27279,0.9,Very Good,D,SI1,61.6,54.0,3880,6.18,6.25,3.83,3,7,3,42,3.6502826434130147,regular,1
27280,1.02,Good,F,VS1,63.7,57.0,7068,6.35,6.39,4.06,2,5,5,41,3.7149314567830563,good,2
27281,1.2,Very Good,H,SI1,63.5,58.0,5443,6.69,6.73,4.26,3,3,3,30,3.753891495080197,regular,1
27282,0.76,Premium,J,SI1,58.4,59.0,1904,6.01,5.97,3.51,4,1,3,27,3.6208365709448502,regular,1
27283,1.04,Ideal,D,IF,61.8,57.0,14626,6.52,6.49,4.02,5,7,8,68,3.668311810454379,good,2
27284,1.0,Premium,G,SI2,61.8,59.0,4368,6.38,6.33,3.93,4,4,2,32,3.7803700279108505,good,2
27285,0.72,Ideal,F,VS1,62.5,54.0,3330,5.73,5.76,3.59,5,5,5,50,3.6459624611704995,regular,1
27286,2.0,Premium,I,SI2,60.0,58.0,10976,8.23,8.17,4.92,4,2,2,26,3.627390001121226,good,2
27287,0.35,Ideal,H,VVS1,60.9,57.0,773,4.55,4.58,2.78,5,3,7,52,3.6249133041568085,regular,1
27288,0.29,Very Good,F,VVS1,62.1,55.0,731,4.26,4.28,2.65,3,5,7,52,3.6012229256335044,regular,1
27289,0.72,Ideal,D,VS2,60.9,55.0,3236,5.77,5.89,3.55,5,7,4,52,3.58066990272472,regular,1
27290,1.25,Ideal,I,SI1,59.6,59.0,6066,7.01,7.09,4.2,5,2,3,33,3.5929214274073216,regular,1
27291,0.71,Premium,J,SI2,61.8,54.0,1305,5.74,5.7,3.53,4,1,2,23,3.6884860531069257,regular,1
27292,2.01,Very Good,H,SI1,62.6,59.0,16901,7.95,7.98,4.99,3,3,3,30,3.8095768782564416,good,2
27293,1.07,Ideal,E,VVS2,61.3,56.0,12031,6.57,6.62,4.04,5,6,6,57,3.653678284270922,regular,1
27294,0.7,Very Good,I,VS1,61.4,57.0,2405,5.71,5.74,3.52,3,2,5,35,3.6404798055304224,regular,1
27295,1.2,Very Good,G,SI1,62.8,57.0,6526,6.68,6.73,4.21,3,4,3,33,3.804160868579535,regular,1
27296,0.38,Ideal,G,SI1,61.3,56.0,666,4.63,4.67,2.85,5,4,3,39,3.6999181393111686,regular,1
27297,1.0,Premium,F,SI1,59.7,60.0,4939,6.51,6.48,3.88,4,5,3,39,3.6657557996655656,good,2
27298,0.7,Very Good,E,SI1,63.2,60.0,2777,5.6,5.51,3.51,3,6,3,39,3.877953061256147,regular,1
27299,0.64,Good,F,VS1,57.7,61.0,2222,5.68,5.75,3.29,2,5,5,41,3.5737086720135802,regular,1
27300,0.54,Very Good,F,SI1,63.3,56.0,1389,5.24,5.21,3.31,3,5,3,36,3.585485794150356,regular,1
27301,1.2,Premium,H,SI1,60.8,60.0,5822,6.87,6.79,4.15,4,3,3,33,3.7192715527718527,regular,1
27302,1.2,Very Good,F,SI1,63.5,57.0,6872,6.65,6.74,4.25,3,5,3,36,3.7797408515178668,regular,1
27303,1.04,Very Good,G,SI2,62.9,58.0,4200,6.43,6.47,4.06,3,4,2,29,3.6943947848975944,good,2
27304,0.36,Very Good,E,SI1,62.9,56.0,631,4.52,4.57,2.86,3,6,3,39,3.6562264249566976,regular,1
27305,0.5,Premium,F,VS2,60.6,59.0,1433,5.13,5.03,3.08,4,5,4,43,3.7747238751738066,regular,1
27306,0.55,Ideal,G,SI1,61.7,58.0,1417,5.27,5.29,3.26,5,4,3,39,3.6310318012587097,regular,1
27307,0.71,Good,I,VVS1,63.8,56.0,2572,5.7,5.65,3.62,2,2,7,40,3.6540772554277186,regular,1
27308,1.02,Ideal,H,SI1,61.8,57.0,6264,6.43,6.46,3.98,5,3,3,36,3.701901502272763,good,2
27309,1.24,Very Good,I,VS1,61.4,63.0,5444,6.89,6.88,4.23,3,2,5,35,3.710435684145691,regular,1
27310,1.61,Premium,F,VS2,62.3,59.0,15426,7.53,7.47,4.67,4,5,4,43,3.677432143696598,regular,1
27311,1.52,Very Good,I,VS2,62.3,58.0,10051,7.32,7.28,4.55,3,2,4,31,3.7613260455991493,regular,1
27312,1.04,Premium,G,SI1,59.2,61.0,4811,6.68,6.63,3.94,4,4,3,36,3.576007137710248,good,2
27313,0.51,Ideal,E,VS2,60.4,57.0,1656,5.15,5.18,3.12,5,6,4,49,3.676459987139599,regular,1
27314,1.01,Ideal,F,VS1,62.0,57.0,7745,6.42,6.46,3.99,5,5,5,50,3.6621167223199635,good,2
27315,1.54,Premium,F,SI1,60.9,59.0,11790,7.46,7.56,4.57,4,5,3,39,3.5850494313133865,regular,1
27316,0.5,Premium,E,SI2,61.7,58.0,1240,5.12,5.06,3.14,4,6,2,38,3.687832003222477,regular,1
27317,0.28,Ideal,H,VS2,62.5,54.0,467,4.2,4.22,2.63,5,3,4,40,3.604058169498856,regular,1
27318,0.42,Ideal,E,VS1,61.7,57.0,1014,4.78,4.81,2.96,5,6,5,53,3.702847760294329,regular,1
27319,1.22,Ideal,F,VVS2,62.7,54.0,11880,6.79,6.84,4.27,5,5,6,54,3.6911129074527267,regular,1
27320,1.52,Ideal,D,VS2,62.3,56.0,15252,7.41,7.32,4.59,5,7,4,52,3.6631344892354214,regular,1
27321,0.7,Ideal,F,VVS1,61.0,57.0,3602,5.71,5.76,3.5,5,5,7,58,3.648569760653823,regular,1
27322,0.93,Very Good,G,SI1,62.5,57.8,3933,6.15,6.28,3.87,3,4,3,33,3.733262040071149,regular,1
27323,1.3,Very Good,G,VS1,62.5,57.0,9837,6.92,6.96,4.34,3,4,5,41,3.7315523533350667,regular,1
27324,0.3,Very Good,H,VVS2,61.0,61.0,605,4.3,4.32,2.63,3,3,6,42,3.6843811713384618,regular,1
27325,1.22,Ideal,G,VVS2,60.0,58.0,11003,6.95,6.99,4.18,5,4,6,51,3.6047306475824743,regular,1
27326,0.24,Very Good,I,VS1,61.8,56.0,397,3.98,4.01,2.46,3,2,5,35,3.6677518117929835,regular,1
27327,1.11,Ideal,H,SI2,61.3,55.0,4578,6.65,6.73,4.1,5,3,2,32,3.629557349322278,regular,1
27328,0.31,Ideal,F,VS2,61.9,55.0,802,4.35,4.31,2.68,5,5,4,46,3.7017886804078657,regular,1
27329,0.31,Good,G,VS1,63.2,56.0,625,4.29,4.32,2.72,2,4,5,38,3.6898014839191307,regular,1
27330,0.29,Very Good,G,VVS1,62.0,55.0,607,4.27,4.29,2.65,3,4,7,49,3.584414348410637,regular,1
27331,0.32,Ideal,I,VS2,61.5,54.0,466,4.43,4.45,2.73,5,2,4,37,3.5675892322352865,regular,1
27332,0.32,Very Good,H,SI2,61.8,55.0,403,4.35,4.42,2.71,3,3,2,26,3.6848550729227068,regular,1
27333,1.01,Good,D,VS2,61.6,61.0,6429,6.43,6.45,3.97,2,7,4,43,3.68053904956274,good,2
27334,1.56,Ideal,J,VS1,62.5,56.0,8763,7.38,7.46,4.64,5,1,5,38,3.6640608617420196,regular,1
27335,1.0,Very Good,E,SI2,59.8,58.0,4321,6.47,6.53,3.89,3,6,2,35,3.6507675960959163,good,2
27336,1.0,Very Good,F,VS1,62.9,56.0,6468,6.38,6.43,4.03,3,5,5,44,3.62923050478084,good,2
27337,0.64,Very Good,D,SI1,63.7,54.0,1910,5.47,5.52,3.5,3,7,3,42,3.6335971476262405,regular,1
27338,0.6,Ideal,G,VS1,61.6,56.0,2131,5.44,5.47,3.36,5,4,5,47,3.600617577926966,regular,1
27339,0.58,Ideal,F,VS2,60.6,55.0,1798,5.4,5.43,3.28,5,5,4,46,3.618360308833291,regular,1
27340,0.56,Ideal,G,SI1,62.5,56.0,1441,5.28,5.21,3.28,5,4,3,39,3.7238637959577994,regular,1
27341,0.7,Premium,G,SI2,61.3,58.0,2100,5.75,5.67,3.5,4,4,2,32,3.6806993328732456,regular,1
27342,0.34,Ideal,E,VS2,62.0,56.0,646,4.46,4.48,2.77,5,6,4,49,3.6858488842429526,regular,1
27343,0.5,Very Good,G,VVS1,61.5,56.0,1843,5.11,5.14,3.15,3,4,7,49,3.625990665974828,regular,1
27344,0.92,Ideal,G,VS2,62.6,56.0,4405,6.2,6.17,3.87,5,4,4,43,3.7286469105120696,regular,1
